OrderItemID,OrderID,ItemID,Quantity,UnitPriceAtTime_EGP,DiscountApplied_EGP
76,29,25,1,66.51,0.0
77,30,51,1,162.5,0.0
78,30,48,1,38.25,0.0
79,30,13,1,250.0,0.0
80,30,49,1,86.77,0.0
81,31,52,1,121.35,30
82,32,20,1,88.46,0.0
83,32,56,1,38.36,0.0
84,32,24,1,29.75,0.0
85,32,9,3,112.5,0.0
86,33,51,1,162.5,0.0
87,34,2,2,362.5,0.0
88,34,52,1,175.0,0.0
89,34,39,1,262.5,0.0
90,35,10,1,75.85,0.0
91,35,1,1,300.0,0.0
92,35,18,2,55.12,0.0
93,35,55,1,550.0,0.0
94,36,17,1,59.88,0.0
95,36,53,1,52.34,0.0
96,36,25,2,66.51,0.0
97,37,7,1,114.75,0.0
98,37,26,3,42.5,10
99,37,48,1,38.25,15
100,37,29,3,62.97,15
101,37,1,2,300.0,10
102,38,43,1,114.5,0.0
103,38,15,1,225.0,0.0
104,39,3,2,337.5,0.0
105,39,6,1,325.0,0.0
106,40,10,1,70.22,0.0
107,40,11,2,70.9,0.0
108,40,40,1,337.5,15
109,40,17,1,50.44,10
110,41,57,1,100.48,0.0
111,41,41,3,203.81,0.0
112,41,49,1,84.18,0.0
113,41,49,2,84.18,0.0
114,42,37,1,114.11,0.0
115,42,1,1,300.0,15
116,43,59,2,141.21,0.0
117,43,5,1,487.5,15
118,43,32,2,137.5,0.0
119,44,60,1,1700.0,0.0
120,44,28,1,103.39,15
121,44,58,2,34.0,0.0
122,45,54,1,119.94,0.0
123,46,4,1,275.0,0.0
124,46,3,1,337.5,0.0
125,46,11,1,72.86,0.0
126,46,7,3,145.06,0.0
127,47,57,1,83.19,10
128,47,39,1,262.5,0.0
129,47,33,1,1375.0,0.0
130,47,24,2,29.75,0.0
131,48,17,2,59.88,20
132,48,19,1,175.0,0.0
133,48,10,1,79.28,0.0
134,48,1,2,300.0,0.0
135,48,19,1,175.0,0.0
136,49,36,2,275.0,0.0
137,50,28,3,96.1,0.0
138,50,36,2,275.0,0.0
139,51,50,1,212.5,10
140,51,9,2,112.5,0.0
141,52,36,2,275.0,15
142,52,28,1,91.94,0.0
143,53,37,1,107.83,0.0
144,53,52,3,148.81,0.0
145,53,4,2,275.0,0.0
146,53,46,1,34.0,0.0
147,54,53,3,50.42,0.0
148,54,3,1,337.5,0.0
149,54,21,1,50.0,0.0
150,55,37,1,85.0,0.0
151,55,4,2,275.0,0.0
152,56,42,1,166.53,0.0
153,56,36,2,275.0,0.0
154,56,12,1,237.5,0.0
155,57,27,2,25.5,15
156,57,49,1,73.37,0.0
157,57,51,2,162.5,15
158,57,4,1,275.0,0.0
159,58,16,1,57.67,0.0
160,58,44,1,134.14,0.0
161,58,21,1,50.0,0.0
162,59,8,1,103.96,0.0
163,59,16,1,53.57,0.0
164,60,5,1,487.5,0.0
165,60,60,1,1700.0,0.0
166,61,38,1,362.5,0.0
167,61,40,1,337.5,0.0
168,61,24,1,29.75,0.0
169,62,19,3,175.0,0.0
170,62,51,1,162.5,0.0
171,62,41,2,176.93,0.0
172,63,37,1,121.73,0.0
173,63,7,1,142.66,0.0
174,63,52,2,170.51,0.0
175,64,10,5,70.48,0.0
176,64,53,1,46.52,0.0
177,64,9,1,112.5,0.0
178,65,10,2,70.48,0.0
179,65,20,1,88.46,0.0
180,65,49,2,76.99,0.0
181,66,1,3,300.0,0.0
182,66,2,2,362.5,0.0
183,67,36,2,275.0,0.0
184,67,29,2,71.97,0.0
185,67,39,2,262.5,0.0
186,68,7,1,149.39,0.0
187,69,20,1,84.3,0.0
188,69,47,1,38.25,0.0
189,69,56,1,36.33,0.0
190,69,35,1,323.0,15
191,70,1,1,300.0,0.0
192,70,24,1,29.75,0.0
193,70,20,1,80.76,0.0
194,70,37,1,105.86,0.0
195,70,3,1,337.5,0.0
196,71,20,1,88.43,0.0
197,71,10,4,70.22,0.0
198,71,49,1,80.25,20
199,72,59,1,118.51,25
200,72,44,1,83.27,0.0
201,72,37,2,97.39,0.0
202,72,20,1,73.47,0.0
203,72,4,2,275.0,25
204,73,10,1,70.22,0.0
205,73,11,1,70.9,0.0
206,73,27,1,25.5,0.0
207,73,11,3,70.9,25
208,74,53,2,51.21,0.0
209,74,51,1,162.5,0.0
210,74,57,1,105.46,0.0
211,74,14,2,400.0,0.0
212,75,19,2,175.0,0.0
213,75,25,1,38.25,0.0
214,76,10,2,78.2,0.0
215,76,37,2,132.03,0.0
216,76,44,3,134.14,0.0
217,76,53,2,51.89,0.0
218,76,31,3,61.83,0.0
219,77,21,1,50.0,0.0
220,77,33,1,1375.0,0.0
221,78,39,1,262.5,0.0
222,78,56,1,35.13,0.0
223,78,51,1,162.5,0.0
224,79,5,1,487.5,0.0
225,79,2,1,362.5,0.0
226,80,26,1,42.5,0.0
227,80,57,1,68.55,0.0
228,80,10,1,49.82,0.0
229,80,5,1,487.5,0.0
230,80,50,1,212.5,0.0
231,81,29,1,72.79,0.0
232,81,9,1,112.5,0.0
233,82,37,1,105.86,0.0
234,82,43,2,91.99,15
235,82,55,2,550.0,0.0
236,83,51,2,162.5,0.0
237,83,19,2,175.0,0.0
238,83,28,2,98.4,0.0
239,83,43,1,108.87,0.0
240,84,9,2,112.5,0.0
241,84,9,1,112.5,0.0
242,85,9,1,112.5,30
243,85,14,1,400.0,0.0
244,85,4,1,275.0,0.0
245,86,22,1,62.5,0.0
246,86,12,2,237.5,0.0
247,86,37,1,112.24,0.0
248,87,30,1,77.62,0.0
249,87,4,1,275.0,0.0
250,88,8,2,102.44,0.0
251,88,8,1,102.44,0.0
252,89,28,1,68.36,0.0
253,89,39,2,262.5,0.0
254,89,20,1,62.67,0.0
255,89,17,2,34.3,15
256,90,10,3,69.56,0.0
257,90,32,2,137.5,0.0
258,90,55,1,550.0,0.0
259,90,32,1,137.5,15
260,90,59,2,144.1,0.0
261,91,41,1,136.18,0.0
262,91,51,1,162.5,0.0
263,92,3,2,337.5,0.0
264,92,29,2,71.97,30
265,92,11,3,67.31,0.0
266,93,16,3,49.65,0.0
267,94,58,1,34.0,0.0
268,94,25,1,53.49,0.0
269,94,2,3,362.5,0.0
270,94,11,1,76.28,0.0
271,95,7,1,145.06,0.0
272,95,9,1,112.5,0.0
273,95,1,3,300.0,0.0
274,95,53,1,48.01,0.0
275,95,4,1,275.0,0.0
276,96,2,1,362.5,0.0
277,96,36,1,275.0,0.0
278,96,50,1,212.5,0.0
279,96,34,1,546.43,0.0
280,97,33,1,1375.0,0.0
281,97,53,1,50.42,0.0
282,97,6,1,325.0,0.0
283,97,23,1,50.0,0.0
284,97,3,2,337.5,0.0
285,98,10,4,65.08,0.0
286,98,40,1,337.5,0.0
287,99,9,1,112.5,0.0
288,99,15,1,225.0,0.0
289,99,51,1,162.5,0.0
290,100,24,1,29.75,0.0
291,100,3,2,337.5,0.0
292,101,25,1,38.25,0.0
293,101,10,1,65.08,0.0
294,102,11,1,72.86,0.0
295,103,40,1,337.5,0.0
296,103,51,1,162.5,0.0
297,104,52,1,167.0,25
298,104,34,1,519.52,0.0
299,104,11,1,70.9,0.0
300,104,48,1,38.25,0.0
301,105,8,1,114.33,0.0
302,105,10,1,80.31,0.0
303,105,58,1,34.0,0.0
304,106,6,1,325.0,0.0
305,106,25,3,38.25,0.0
306,106,34,1,470.94,0.0
307,106,37,2,110.22,0.0
308,107,59,1,127.24,0.0
309,107,2,2,362.5,0.0
310,107,25,2,38.25,0.0
311,107,23,1,50.0,0.0
312,108,54,1,123.17,20
313,108,57,2,103.91,0.0
314,108,6,1,325.0,0.0
315,109,10,1,49.82,20
316,109,28,2,68.36,0.0
317,109,10,1,49.82,20
318,110,56,1,42.64,0.0
319,110,50,1,212.5,20
320,111,36,1,275.0,0.0
321,112,16,1,57.67,0.0
322,112,15,1,225.0,0.0
323,113,27,2,25.5,0.0
324,113,4,1,275.0,0.0
325,113,39,1,262.5,0.0
326,114,48,2,38.25,0.0
327,114,27,2,25.5,0.0
328,115,50,2,212.5,0.0
329,115,7,2,114.75,0.0
330,116,52,1,130.69,0.0
331,116,49,1,69.52,0.0
332,117,4,1,275.0,0.0
333,117,19,2,175.0,0.0
334,117,39,3,262.5,0.0
335,117,36,3,275.0,0.0
336,118,29,1,59.5,0.0
337,118,14,3,400.0,0.0
338,118,25,3,38.25,0.0
339,119,42,1,166.53,30
340,119,42,2,166.53,0.0
341,120,37,1,132.03,0.0
342,120,13,2,250.0,0.0
343,121,32,2,137.5,0.0
344,121,39,2,262.5,0.0
345,121,39,2,262.5,0.0
346,121,6,3,325.0,0.0
347,122,43,1,110.9,0.0
348,122,4,2,275.0,0.0
349,123,15,3,225.0,0.0
350,123,13,1,250.0,0.0
351,123,37,1,97.39,0.0
352,123,12,1,237.5,0.0
353,123,11,2,58.08,0.0
354,124,10,2,64.11,0.0
355,124,4,2,275.0,0.0
356,124,10,1,64.11,20
357,125,19,1,175.0,0.0
358,125,39,1,262.5,0.0
359,125,59,2,153.58,0.0
360,125,55,1,550.0,0.0
361,126,45,2,84.91,0.0
362,126,13,2,250.0,0.0
363,127,59,2,144.15,0.0
364,127,1,1,300.0,0.0
365,127,2,2,362.5,0.0
366,127,12,2,237.5,0.0
367,127,53,4,45.48,0.0
368,128,41,2,182.92,15
369,129,8,2,97.2,0.0
370,130,47,2,38.25,0.0
371,130,1,2,300.0,0.0
372,130,50,1,212.5,0.0
373,130,10,4,72.34,20
374,130,52,1,172.8,0.0
375,131,56,1,37.27,0.0
376,131,25,1,38.25,0.0
377,131,1,1,300.0,0.0
378,132,24,1,29.75,0.0
379,132,53,3,32.38,0.0
380,133,44,1,136.12,0.0
381,133,22,1,62.5,0.0
382,133,14,3,400.0,0.0
383,133,4,1,275.0,0.0
384,134,51,1,162.5,0.0
385,134,45,2,77.51,0.0
386,134,52,1,148.81,0.0
387,135,9,1,112.5,0.0
388,136,47,1,38.25,0.0
389,136,39,2,262.5,20
390,136,51,1,162.5,20
391,136,10,2,58.32,0.0
392,137,49,3,63.75,0.0
393,137,30,1,57.93,0.0
394,137,53,3,32.91,0.0
395,138,34,1,420.9,25
396,138,19,3,175.0,0.0
397,138,50,1,212.5,0.0
398,138,3,2,337.5,0.0
399,138,47,1,38.25,0.0
400,139,12,1,237.5,0.0
401,140,56,1,29.75,0.0
402,140,4,1,275.0,0.0
403,140,11,3,55.25,0.0
404,141,3,1,337.5,0.0
405,141,14,1,400.0,0.0
406,141,49,1,69.52,20
407,142,24,1,29.75,0.0
408,142,53,1,51.89,0.0
409,143,60,1,1700.0,0.0
410,143,20,3,73.47,40
411,143,49,2,65.26,0.0
412,144,12,1,237.5,0.0
413,144,26,2,42.5,0.0
414,144,16,1,54.76,0.0
415,144,36,1,275.0,0.0
416,144,60,1,1700.0,0.0
417,145,20,1,62.67,0.0
418,145,56,2,29.75,0.0
419,145,24,1,29.75,0.0
420,145,49,3,63.75,0.0
421,146,7,1,114.75,40
422,146,9,1,112.5,0.0
423,147,10,4,65.08,0.0
424,147,4,1,275.0,0.0
425,147,6,2,325.0,0.0
426,148,3,2,337.5,0.0
427,148,10,2,75.85,0.0
428,148,8,1,107.32,0.0
429,148,3,1,337.5,0.0
430,149,44,1,98.55,0.0
431,149,17,3,45.72,0.0
432,150,11,2,68.09,0.0
433,151,54,1,104.73,0.0
434,151,3,2,337.5,0.0
435,151,28,1,87.0,0.0
436,151,33,1,1375.0,10
437,152,1,1,300.0,0.0
438,152,17,2,58.16,20
439,152,48,1,38.25,0.0
440,153,50,1,212.5,0.0
441,153,25,1,38.25,0.0
442,153,53,1,42.27,0.0
443,153,7,1,126.94,0.0
444,154,3,2,337.5,0.0
445,155,22,2,62.5,0.0
446,155,11,3,72.86,0.0
447,155,16,2,52.66,0.0
448,156,38,1,362.5,0.0
449,156,39,2,262.5,0.0
450,157,49,1,70.62,0.0
451,157,29,1,69.38,0.0
452,157,12,3,237.5,0.0
453,158,52,3,154.32,0.0
454,158,54,1,115.0,0.0
455,159,15,1,225.0,0.0
456,159,1,1,300.0,0.0
457,160,16,1,47.28,0.0
458,160,50,2,212.5,0.0
459,160,34,1,464.96,0.0
460,161,50,1,212.5,0.0
461,161,26,2,42.5,0.0
462,162,58,1,34.0,0.0
463,162,12,2,237.5,15
464,162,11,1,55.25,0.0
465,162,40,1,337.5,0.0
466,162,16,1,35.87,0.0
467,163,3,1,337.5,15
468,163,44,1,137.33,0.0
469,163,20,1,101.38,0.0
470,164,16,1,47.28,23.64
471,164,57,1,87.05,0.0
472,165,20,1,91.2,0.0
473,165,15,1,225.0,0.0
474,165,16,1,52.66,0.0
475,165,42,2,180.03,0.0
476,166,51,2,162.5,0.0
477,166,11,1,73.99,0.0
478,166,16,1,53.57,0.0
479,167,16,1,58.35,15
480,167,1,1,300.0,0.0
481,167,43,1,116.28,0.0
482,167,21,2,50.0,0.0
483,168,1,1,300.0,40
484,168,52,1,167.0,0.0
485,168,41,2,194.38,0.0
486,169,43,2,91.62,0.0
487,169,10,3,63.81,0.0
488,170,33,1,1375.0,0.0
489,170,3,1,337.5,0.0
490,171,51,1,162.5,0.0
491,171,29,1,74.26,0.0
492,171,51,2,162.5,0.0
493,171,24,1,29.75,0.0
494,172,16,1,48.83,15
495,172,7,3,129.56,0.0
496,173,33,1,1375.0,0.0
497,173,57,2,97.18,0.0
498,173,53,3,46.57,0.0
499,174,42,1,168.59,0.0
500,174,16,2,51.22,0.0
501,174,33,1,1375.0,0.0
502,174,50,2,212.5,0.0
503,174,50,1,212.5,0.0
504,175,34,1,519.52,30
505,175,16,2,51.23,0.0
506,176,15,2,225.0,0.0
507,176,41,1,205.21,0.0
508,176,6,3,325.0,0.0
509,176,57,3,102.29,0.0
510,176,49,1,85.33,10
511,177,33,1,1375.0,0.0
512,177,36,1,275.0,0.0
513,177,27,1,25.5,0.0
514,178,60,1,1700.0,0.0
515,178,40,1,337.5,0.0
516,178,49,1,84.18,0.0
517,179,51,1,162.5,0.0
518,179,14,1,400.0,0.0
519,179,35,1,323.0,0.0
520,180,16,1,51.89,0.0
521,180,53,5,47.27,0.0
522,181,23,1,50.0,0.0
523,182,31,3,64.07,0.0
524,182,4,1,275.0,0.0
525,182,5,1,487.5,0.0
526,182,38,1,362.5,0.0
527,182,52,1,175.0,0.0
528,183,39,2,262.5,0.0
529,183,53,2,41.57,30
530,183,20,1,80.5,0.0
531,184,35,1,323.0,0.0
532,184,22,1,62.5,0.0
533,184,24,1,29.75,0.0
534,185,17,1,50.44,25.22
535,185,4,1,275.0,30
536,185,30,2,81.72,30
537,186,41,2,205.21,0.0
538,187,21,3,50.0,0.0
539,187,49,1,81.41,10
540,187,45,2,90.6,0.0
541,188,11,1,71.14,0.0
542,188,49,2,76.99,20
543,188,9,2,112.5,0.0
544,189,54,1,95.23,15
545,189,10,1,58.32,10
546,189,5,1,487.5,0.0
547,190,7,1,124.41,0.0
548,190,11,1,63.78,0.0
549,190,18,3,46.25,20
550,190,15,2,225.0,0.0
551,190,9,3,112.5,0.0
552,191,51,1,162.5,0.0
553,191,10,2,49.82,0.0
554,191,49,1,63.75,0.0
555,191,49,3,63.75,0.0
556,191,7,2,97.75,0.0
557,192,35,1,323.0,0.0
558,192,5,2,487.5,0.0
559,192,33,1,1375.0,0.0
560,193,30,1,76.36,0.0
561,193,8,1,96.15,0.0
562,194,30,1,82.1,0.0
563,194,58,2,34.0,0.0
564,194,21,3,50.0,0.0
565,195,14,1,400.0,0.0
566,195,1,1,300.0,20
567,196,37,2,105.86,0.0
568,196,7,1,124.45,0.0
569,196,6,1,325.0,0.0
570,196,20,2,80.76,0.0
571,197,57,1,90.91,0.0
572,197,39,3,262.5,0.0
573,197,30,2,77.41,0.0
574,198,48,1,38.25,19.12
575,198,20,1,91.2,0.0
576,198,56,3,39.15,0.0
577,199,37,3,97.39,0.0
578,199,10,1,58.32,0.0
579,200,52,2,172.8,0.0
580,200,51,3,162.5,30
581,201,33,1,1375.0,0.0
582,201,39,1,262.5,0.0
583,201,34,1,574.38,0.0
584,201,35,1,323.0,0.0
585,202,27,2,25.5,0.0
586,202,3,1,337.5,0.0
587,203,16,3,51.14,0.0
588,203,1,1,300.0,0.0
589,203,20,1,88.46,0.0
590,203,10,1,70.48,0.0
591,204,54,1,115.0,0.0
592,204,44,2,109.24,0.0
593,204,39,3,262.5,0.0
594,205,6,2,325.0,0.0
595,206,51,1,162.5,20
596,206,38,1,362.5,0.0
597,207,31,1,59.08,0.0
598,207,38,1,362.5,30
599,208,36,1,275.0,20
600,209,20,1,87.59,0.0
601,209,9,2,112.5,0.0
602,209,2,1,362.5,0.0
603,210,11,1,70.9,30
604,211,4,1,275.0,0.0
605,211,37,2,110.22,0.0
606,211,26,1,42.5,0.0
607,211,12,1,237.5,0.0
608,212,46,1,34.0,0.0
609,212,50,2,212.5,0.0
610,212,20,2,89.78,10
611,212,9,3,112.5,0.0
612,212,37,1,121.73,0.0
613,213,6,1,325.0,0.0
614,213,7,1,132.36,0.0
615,213,52,1,154.41,0.0
616,214,43,1,105.31,0.0
617,214,8,1,101.0,0.0
618,215,59,1,168.28,15
619,215,9,2,112.5,0.0
620,216,44,1,137.33,0.0
621,216,3,1,337.5,0.0
622,216,21,1,50.0,0.0
623,217,26,1,42.5,0.0
624,218,29,1,74.67,0.0
625,218,26,1,42.5,0.0
626,218,60,1,1700.0,0.0
627,219,10,1,71.26,0.0
628,219,25,1,39.62,19.81
629,219,12,1,237.5,0.0
630,219,29,1,78.47,0.0
631,219,7,1,142.66,0.0
632,220,54,1,77.47,20
633,220,38,2,362.5,0.0
634,221,42,1,159.55,0.0
635,221,48,1,38.25,0.0
636,222,18,2,50.24,15
637,222,52,1,152.72,0.0
638,222,56,1,37.27,0.0
639,222,41,2,185.51,15
640,222,39,1,262.5,0.0
641,223,43,1,90.71,10
642,223,28,2,84.8,30
643,224,16,1,48.83,0.0
644,224,54,1,108.68,0.0
645,224,7,1,129.56,0.0
646,225,12,3,237.5,0.0
647,225,1,1,300.0,0.0
648,225,21,2,50.0,0.0
649,225,23,1,50.0,0.0
650,225,9,3,112.5,0.0
651,226,21,1,50.0,0.0
652,226,32,3,137.5,0.0
653,227,26,1,42.5,0.0
654,227,36,2,275.0,0.0
655,228,16,1,51.23,10
656,228,26,3,42.5,30
657,228,43,1,103.72,0.0
658,228,9,1,112.5,0.0
659,228,11,1,70.9,0.0
660,229,30,2,66.44,20
661,229,30,1,66.44,15
662,230,28,2,96.1,0.0
663,230,32,1,137.5,0.0
664,230,16,1,51.14,0.0
665,230,6,1,325.0,0.0
666,230,48,1,38.25,0.0
667,231,54,1,120.61,0.0
668,232,25,1,38.25,19.12
669,232,16,1,49.65,0.0
670,232,11,1,68.53,0.0
671,233,20,1,88.46,0.0
672,233,13,1,250.0,15
673,234,6,1,325.0,0.0
674,234,53,1,48.26,0.0
675,234,10,1,73.19,0.0
676,235,9,1,112.5,0.0
677,235,34,1,471.4,0.0
678,236,54,2,119.11,0.0
679,236,1,1,300.0,0.0
680,236,50,1,212.5,20
681,237,10,2,50.62,0.0
682,237,51,1,162.5,0.0
683,237,58,1,34.0,0.0
684,238,56,1,39.77,0.0
685,238,49,1,84.18,0.0
686,238,57,1,100.48,0.0
687,239,4,1,275.0,0.0
688,239,35,1,323.0,20
689,239,30,1,81.72,15
690,240,54,3,115.72,0.0
691,240,33,1,1375.0,0.0
692,240,50,1,212.5,0.0
693,241,59,1,144.15,0.0
694,241,60,1,1700.0,0.0
695,241,19,2,175.0,0.0
696,241,17,1,49.51,0.0
697,242,16,2,54.76,0.0
698,242,15,1,225.0,30
699,242,7,2,149.39,0.0
700,243,37,1,135.16,0.0
701,244,50,1,212.5,0.0
702,244,3,2,337.5,10
703,245,10,2,70.48,0.0
704,245,11,1,71.14,0.0
705,246,36,2,275.0,0.0
706,246,10,2,67.21,0.0
707,246,18,1,48.96,0.0
708,247,34,1,484.78,0.0
709,247,21,1,50.0,0.0
710,247,55,1,550.0,0.0
711,248,29,3,70.95,0.0
712,248,46,2,34.0,0.0
713,249,10,1,68.02,0.0
714,250,10,3,79.28,0.0
715,250,11,2,80.02,0.0
716,251,54,1,112.23,0.0
717,251,6,2,325.0,0.0
718,251,51,2,162.5,0.0
719,251,8,2,97.2,0.0
720,252,36,1,275.0,0.0
721,252,9,1,112.5,0.0
722,252,30,2,57.91,0.0
723,253,51,2,162.5,0.0
724,253,7,1,133.92,10
725,253,31,1,58.07,20
726,253,24,2,29.75,0.0
727,253,12,1,237.5,0.0
728,254,1,1,300.0,0.0
729,254,38,2,362.5,0.0
730,255,53,1,49.23,0.0
731,256,54,2,115.72,0.0
732,256,5,2,487.5,0.0
733,257,36,1,275.0,0.0
734,258,17,1,49.51,0.0
735,258,13,3,250.0,0.0
736,258,10,1,69.07,0.0
737,258,9,1,112.5,0.0
738,258,9,3,112.5,0.0
739,259,36,1,275.0,0.0
740,259,25,1,39.07,0.0
741,260,9,2,112.5,0.0
742,260,12,2,237.5,0.0
743,260,11,3,68.09,0.0
744,261,54,2,119.11,0.0
745,261,10,1,70.22,0.0
746,262,13,1,250.0,0.0
747,262,4,1,275.0,20
748,263,18,3,56.42,0.0
749,264,30,3,82.1,0.0
750,264,13,1,250.0,0.0
751,265,51,2,162.5,0.0
752,265,6,1,325.0,0.0
753,266,2,1,362.5,0.0
754,267,50,1,212.5,10
755,267,39,2,262.5,0.0
756,268,14,3,400.0,10
757,268,39,1,262.5,0.0
758,268,9,2,112.5,0.0
759,269,31,1,54.61,0.0
760,270,54,1,108.68,0.0
761,270,30,1,76.36,0.0
762,270,28,2,90.64,0.0
763,270,33,1,1375.0,30
764,271,11,3,77.6,0.0
765,271,43,1,112.95,0.0
766,271,59,1,166.47,0.0
767,272,3,1,337.5,20
768,272,32,1,137.5,0.0
769,272,9,2,112.5,0.0
770,273,12,1,237.5,0.0
771,273,10,1,58.32,0.0
772,273,30,2,66.44,25
773,274,30,3,81.72,0.0
774,274,13,1,250.0,0.0
775,274,43,2,103.72,0.0
776,274,36,3,275.0,0.0
777,275,24,1,29.75,0.0
778,276,1,1,300.0,0.0
779,276,6,1,325.0,0.0
780,276,44,1,97.14,20
781,277,15,1,225.0,0.0
782,277,27,2,25.5,0.0
783,278,36,2,275.0,0.0
784,278,42,2,165.49,0.0
785,278,30,1,78.68,0.0
786,278,52,1,152.72,20
787,279,7,2,159.05,0.0
788,279,1,3,300.0,0.0
789,280,33,1,1375.0,0.0
790,280,5,1,487.5,0.0
791,281,53,1,32.38,16.19
792,281,54,2,77.47,0.0
793,281,36,1,275.0,0.0
794,282,54,1,102.39,0.0
795,282,5,1,487.5,0.0
796,283,39,1,262.5,0.0
797,283,3,3,337.5,0.0
798,283,28,3,97.77,30
799,283,52,1,167.0,0.0
800,284,60,1,1700.0,0.0
801,284,12,1,237.5,0.0
802,285,6,1,325.0,0.0
803,285,53,1,44.77,0.0
804,285,7,1,132.09,0.0
805,285,37,1,112.46,0.0
806,286,49,2,70.49,0.0
807,286,8,1,93.5,0.0
808,286,5,1,487.5,0.0
809,286,12,3,237.5,0.0
810,287,3,2,337.5,0.0
811,287,24,2,29.75,0.0
812,288,11,2,63.87,0.0
813,288,37,1,105.86,0.0
814,288,20,1,80.76,0.0
815,288,7,1,124.45,0.0
816,289,40,3,337.5,0.0
817,290,4,2,275.0,0.0
818,290,27,2,25.5,0.0
819,290,2,2,362.5,0.0
820,291,7,1,152.37,0.0
821,291,54,3,125.21,0.0
822,291,7,1,152.37,0.0
823,292,24,1,29.75,0.0
824,292,5,1,487.5,30
825,292,51,1,162.5,0.0
826,292,48,1,38.25,0.0
827,292,40,1,337.5,0.0
828,293,24,1,29.75,0.0
829,293,13,1,250.0,0.0
830,293,13,2,250.0,0.0
831,293,51,3,162.5,0.0
832,293,21,2,50.0,0.0
833,294,11,1,69.22,0.0
834,294,51,2,162.5,0.0
835,294,57,1,93.5,0.0
836,295,15,3,225.0,10
837,295,20,1,83.07,0.0
838,295,31,1,54.42,0.0
839,296,1,2,300.0,0.0
840,296,46,3,34.0,0.0
841,296,52,1,154.41,0.0
842,296,7,1,132.36,0.0
843,297,3,1,337.5,0.0
844,297,49,1,72.03,0.0
845,297,49,1,72.03,0.0
846,298,44,2,109.24,0.0
847,298,37,1,114.11,0.0
848,298,40,2,337.5,0.0
849,299,30,1,76.36,20
850,300,49,2,84.18,0.0
851,300,48,1,38.25,0.0
852,300,10,1,73.19,0.0
853,301,7,1,131.9,0.0
854,301,18,1,50.24,0.0
855,301,33,1,1375.0,0.0
856,302,42,1,185.31,0.0
857,303,51,1,162.5,0.0
858,303,37,1,105.57,15
859,303,57,3,86.27,0.0
860,304,60,1,1700.0,0.0
861,304,31,3,57.16,0.0
862,304,57,1,93.5,0.0
863,305,41,1,208.43,0.0
864,305,4,1,275.0,0.0
865,306,49,1,63.75,0.0
866,306,6,2,325.0,0.0
867,307,55,1,550.0,0.0
868,307,46,1,34.0,0.0
869,308,58,1,34.0,0.0
870,309,51,1,162.5,0.0
871,309,10,1,70.48,0.0
872,309,57,1,95.55,0.0
873,309,21,1,50.0,0.0
874,309,37,2,116.19,0.0
875,310,7,1,132.36,0.0
876,310,17,3,48.68,0.0
877,311,47,1,38.25,0.0
878,311,10,2,50.62,0.0
879,312,56,1,36.33,10
880,312,1,2,300.0,0.0
